Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
7271	0.34929	-8.3333e-003	0.	0.
7272	0.35254	-8.3333e-003	0.	0.
7273	-0.37129	8.3333e-003	0.	0.
7274	-0.37454	8.3333e-003	0.	0.
7275	-0.37121	1.4583e-002	0.	0.
7276	0.40244	1.1953e-002	0.	0.
7277	0.38012	-4.5039e-003	0.	0.
7278	-0.30608	-1.5183e-002	0.	0.
7279	0.31293	-1.0792e-002	0.	0.
7280	-0.3013	-2.0159e-003	0.	0.
7281	0.39676	-7.0314e-003	0.	0.
7282	0.37829	-1.9995e-003	0.	0.
7283	-0.418	-8.6003e-003	0.	0.
7284	-0.39986	1.0977e-002	0.	0.
7285	-0.31168	-9.3169e-003	0.	0.
7286	-0.41445	7.5551e-003	0.	0.
7287	-0.32768	4.2199e-003	0.	0.
7288	-0.39722	2.0833e-003	0.	0.
7289	0.32985	-2.2097e-003	0.	0.
7290	-0.41906	-1.6682e-002	0.	0.
7291	-0.38693	-3.3036e-003	0.	0.
7292	0.41755	1.249e-002	0.	0.
7293	-0.38493	2.1681e-002	0.	0.
7294	-0.39399	2.0833e-003	0.	0.
7295	0.34564	3.3854e-003	0.	0.
7296	0.35681	1.8056e-002	0.	0.
7297	-0.31558	2.052e-002	0.	0.
7298	0.31768	1.1484e-002	0.	0.
7299	0.31774	-1.1437e-002	0.	0.
7300	0.34574	-1.5284e-002	0.	0.
7301	0.40528	2.7113e-003	0.	0.
7302	-0.35913	1.1857e-002	0.	0.
7303	-0.3764	-1.6667e-002	0.	0.
7304	-0.36923	-1.2029e-002	0.	0.
7305	-0.30445	-8.7856e-003	0.	0.
7306	-0.38914	1.7613e-002	0.	0.
7307	-0.39717	-1.7498e-002	0.	0.
7308	-0.35767	-1.1727e-002	0.	0.
7309	0.35253	-5.6632e-003	0.	0.
7310	0.36969	6.9444e-003	0.	0.
7311	0.36681	5.5556e-003	0.	0.
7312	0.30208	-2.276e-002	0.	0.
7313	-0.36356	4.3886e-003	0.	0.
7314	0.36756	-4.3886e-003	0.	0.
7315	-0.39484	-1.7413e-002	0.	0.
7316	0.4021	2.3261e-003	0.	0.
7317	0.34891	1.3205e-002	0.	0.
7318	0.36681	1.1901e-002	0.	0.
7319	0.33726	6.3991e-004	0.	0.
7320	-0.3711	-1.7265e-002	0.	0.
7321	-0.38593	1.3941e-002	0.	0.
7322	0.33244	1.1265e-002	0.	0.
7323	-0.35279	1.3759e-002	0.	0.
7324	-0.30144	-7.864e-003	0.	0.
7325	-0.39374	-8.3333e-003	0.	0.
7326	-0.38734	1.0982e-002	0.	0.
7327	0.41449	-4.5259e-003	0.	0.
7328	0.41134	-5.7158e-003	0.	0.
7329	-0.38312	-1.3961e-002	0.	0.
7330	-0.36044	1.9533e-002	0.	0.
7331	-0.38843	-1.1971e-002	0.	0.
7332	0.31681	1.4774e-003	0.	0.
7333	-0.3874	-8.3333e-003	0.	0.
7334	0.30773	-3.1591e-003	0.	0.
7335	0.34022	-2.8748e-003	0.	0.
7336	0.3557	-7.5961e-003	0.	0.
7337	0.36661	8.9271e-003	0.	0.
7338	0.36974	3.5423e-003	0.	0.
7339	-0.38154	2.3521e-002	0.	0.
7340	0.35954	-2.352e-002	0.	0.
7341	0.3542	-9.7834e-003	0.	0.
7342	-0.39851	8.7817e-003	0.	0.
7343	0.30128	1.5841e-002	0.	0.
7344	-0.42283	-9.6389e-003	0.	0.
7345	-0.39258	1.0417e-002	0.	0.
7346	-0.368	1.4583e-002	0.	0.
7347	-0.39057	-8.3333e-003	0.	0.
7348	-0.37113	-1.3871e-002	0.	0.
7349	0.41008	1.0806e-002	0.	0.
7350	0.31226	1.1641e-002	0.	0.
7351	0.36167	1.1235e-002	0.	0.
7352	0.33223	9.9302e-003	0.	0.
7353	-0.38424	-8.3333e-003	0.	0.
7354	0.41394	-1.1305e-002	0.	0.
7355	0.3487	-1.5384e-002	0.	0.
7356	0.41709	-2.3016e-002	0.	0.
7357	-0.38018	9.134e-003	0.	0.
7358	-0.36454	1.5335e-002	0.	0.
7359	0.30794	-6.4672e-003	0.	0.
7360	-0.38587	-7.0542e-003	0.	0.
7361	0.32756	-2.1152e-002	0.	0.
7362	0.33704	-2.6042e-003	0.	0.
7363	0.40194	-2.3768e-002	0.	0.
7364	-0.35432	7.5294e-003	0.	0.
7365	0.37162	9.1716e-003	0.	0.
7366	-0.38141	-1.9398e-002	0.	0.
7367	0.35221	-1.3831e-002	0.	0.
7368	-0.40352	1.9375e-003	0.	0.
7369	-0.40235	-4.2813e-003	0.	0.
7370	-0.4004	2.0417e-003	0.	0.
7371	0.34252	1.3902e-002	0.	0.
7372	-0.35263	1.556e-002	0.	0.
7373	0.35538	-1.5192e-002	0.	0.
7374	-0.40548	-4.3715e-003	0.	0.
7375	-0.41476	5.7336e-003	0.	0.
7376	-0.39923	-4.1979e-003	0.	0.
7377	0.32942	-9.1146e-004	0.	0.
7378	-0.4051	-1.0479e-002	0.	0.
7379	-0.4051	1.0354e-002	0.	0.
7380	-0.40198	-1.0458e-002	0.	0.
7381	0.39908	1.2756e-002	0.	0.
7382	-0.30143	2.1824e-002	0.	0.
7383	-0.31881	1.4226e-002	0.	0.
7384	0.31072	-7.5888e-003	0.	0.
7385	-0.30676	1.9606e-003	0.	0.
7386	-0.35444	-2.1574e-002	0.	0.
7387	-0.38944	1.5978e-002	0.	0.
7388	-0.39682	-1.6137e-002	0.	0.
7389	-0.31924	1.5559e-002	0.	0.
7390	0.34309	4.8869e-003	0.	0.
7391	0.34412	6.1608e-003	0.	0.
7392	-0.42362	1.9776e-002	0.	0.
7393	0.32644	-2.0337e-002	0.	0.
7394	0.41733	1.5346e-002	0.	0.
7395	0.40699	1.0351e-002	0.	0.
7396	-0.33012	-1.6335e-002	0.	0.
7397	-0.3669	4.5702e-003	0.	0.
7398	0.37093	-4.5715e-003	0.	0.
7399	-0.42192	7.7184e-003	0.	0.
7400	-0.31373	1.0312e-003	0.	0.
7401	0.33547	-4.9298e-003	0.	0.
7402	-0.31745	-5.8906e-003	0.	0.
7403	-0.41387	-1.8445e-002	0.	0.
7404	-0.35296	-1.0429e-002	0.	0.
7405	0.30217	4.5417e-003	0.	0.
7406	-0.35342	-1.381e-002	0.	0.
7407	0.42158	2.2265e-002	0.	0.
7408	0.31853	1.5573e-003	0.	0.
7409	-0.31612	2.3635e-002	0.	0.
7410	0.31334	-9.3646e-003	0.	0.
7411	-0.39366	1.7246e-002	0.	0.
7412	0.41097	2.137e-002	0.	0.
7413	-0.41612	-1.6826e-002	0.	0.
7414	0.41155	1.7337e-003	0.	0.
7415	-0.37069	2.2917e-002	0.	0.
7416	-0.41258	-1.7217e-002	0.	0.
7417	-0.3951	-1.1629e-002	0.	0.
7418	0.33572	-1.7095e-002	0.	0.
7419	-0.39179	-1.5871e-002	0.	0.
7420	-0.39652	-2.2917e-002	0.	0.
7421	0.4176	2.1583e-003	0.	0.
7422	0.41499	6.6518e-004	0.	0.
7423	0.3044	-2.6406e-003	0.	0.
7424	0.41242	3.302e-003	0.	0.
7425	-0.36765	2.2917e-002	0.	0.
7426	-0.33909	1.7224e-002	0.	0.
7427	-0.30549	4.7259e-003	0.	0.
7428	-0.41763	-2.1304e-002	0.	0.
7429	-0.40962	-1.6042e-002	0.	0.
7430	-0.41113	-1.595e-002	0.	0.
7431	0.41915	-2.9263e-003	0.	0.
7432	0.36662	3.3424e-003	0.	0.
7433	0.35984	9.4058e-003	0.	0.
7434	-0.35583	-9.421e-003	0.	0.
7435	0.36957	9.1654e-003	0.	0.
7436	-0.35732	-9.7584e-003	0.	0.
7437	0.36136	9.7363e-003	0.	0.
7438	0.40598	-6.0956e-004	0.	0.
7439	-0.41297	2.3924e-003	0.	0.
7440	0.33435	1.8722e-003	0.	0.
7441	-0.41968	1.6335e-002	0.	0.
7442	-0.33919	1.972e-003	0.	0.
7443	-0.32658	-2.5122e-003	0.	0.
7444	-0.33858	-2.283e-003	0.	0.
7445	-0.34567	-4.2422e-003	0.	0.
7446	-0.32958	-2.4549e-003	0.	0.
7447	-0.34158	-2.2257e-003	0.	0.
7448	-0.32983	-8.6432e-003	0.	0.
7449	-0.34867	-4.1901e-003	0.	0.
7450	-0.34292	-1.0542e-002	0.	0.
7451	-0.33273	-8.3451e-003	0.	0.
7452	-0.34592	-1.0505e-002	0.	0.
7453	-0.32646	1.2113e-002	0.	0.
7454	-0.33342	-2.2958e-002	0.	0.
7455	-0.33942	-2.2951e-002	0.	0.
7456	-0.34242	-2.2946e-002	0.	0.
7457	-0.34542	-2.2941e-002	0.	0.
7458	-0.3935	-2.2917e-002	0.	0.
7459	-0.40595	2.2971e-002	0.	0.
7460	0.30217	1.5e-003	0.	0.
7461	0.33616	2.3195e-002	0.	0.
7462	0.36011	-2.0328e-002	0.	0.
7463	0.34385	-2.0582e-002	0.	0.
7464	-0.42054	-1.2899e-002	0.	0.
7465	-0.33642	-2.2957e-002	0.	0.
7466	-0.38209	2.0305e-002	0.	0.
7467	0.41001	2.2946e-002	0.	0.
7468	-0.30961	1.4746e-002	0.	0.
7469	-0.30734	1.7635e-002	0.	0.
7470	-0.30995	1.6336e-002	0.	0.
7471	-0.30705	1.5937e-002	0.	0.
7472	0.30702	3.5568e-003	0.	0.
7473	0.38555	2.2883e-002	0.	0.
7474	0.38854	2.2878e-002	0.	0.
7475	0.37956	2.2893e-002	0.	0.
7476	0.38255	2.2888e-002	0.	0.
7477	0.41862	-1.348e-002	0.	0.
7478	0.30439	-5.4672e-003	0.	0.
7479	0.30664	2.3667e-002	0.	0.
7480	0.30744	-9.6719e-003	0.	0.
7481	0.30812	-2.3705e-002	0.	0.
7482	0.30724	-2.1014e-002	0.	0.
7483	0.4068	1.9163e-003	0.	0.
7484	-0.36102	1.6516e-002	0.	0.
7485	0.42367	-2.4368e-004	0.	0.
7486	0.37371	2.3166e-002	0.	0.
7487	0.37643	2.3153e-002	0.	0.
7488	0.38062	2.0786e-002	0.	0.
7489	0.38361	2.0776e-002	0.	0.
7490	0.3866	2.0766e-002	0.	0.
7491	0.38959	2.0755e-002	0.	0.
7492	0.38361	-2.0891e-002	0.	0.
7493	0.38062	-2.088e-002	0.	0.
7494	0.38959	-2.0911e-002	0.	0.
7495	0.3866	-2.0901e-002	0.	0.
7496	0.32503	1.6871e-003	0.	0.
7497	0.30108	1.412e-002	0.	0.
7498	0.38457	-1.9026e-002	0.	0.
7499	0.38154	-1.898e-002	0.	0.
7500	0.3906	1.8845e-002	0.	0.
7501	0.38754	1.8866e-002	0.	0.
7502	0.38466	1.8664e-002	0.	0.
7503	0.38168	1.868e-002	0.	0.
7504	-0.38881	-1.5884e-002	0.	0.
7505	0.35312	1.5041e-002	0.	0.
7506	0.32951	-1.5511e-002	0.	0.
7507	-0.41873	-5.9444e-003	0.	0.
7508	0.30776	-1.8311e-002	0.	0.
7509	0.32391	5.958e-003	0.	0.
7510	0.32546	8.6833e-003	0.	0.
7511	0.40537	1.3482e-002	0.	0.
7512	0.35653	-1.1491e-002	0.	0.
7513	0.42349	-6.3865e-003	0.	0.
7514	0.32059	-4.5937e-003	0.	0.
7515	0.32103	-7.5312e-003	0.	0.
7516	0.31997	1.3169e-003	0.	0.
7517	0.32016	-1.6563e-003	0.	0.
7518	0.40287	-5.1675e-004	0.	0.
7519	0.40875	4.5006e-004	0.	0.
7520	0.312	-9.8067e-003	0.	0.
7521	0.31284	-6.7638e-003	0.	0.
7522	0.38088	1.4221e-002	0.	0.
7523	0.37909	1.2218e-002	0.	0.
7524	0.38189	1.2391e-002	0.	0.
7525	0.37298	1.2484e-002	0.	0.
7526	0.37595	1.2453e-002	0.	0.
7527	0.3909	1.2097e-002	0.	0.
7528	0.39391	1.2051e-002	0.	0.
7529	0.38494	1.2625e-002	0.	0.
7530	0.38783	1.2328e-002	0.	0.
7531	0.3908	-1.2703e-002	0.	0.
7532	0.39377	-1.2734e-002	0.	0.
7533	0.38486	-1.2641e-002	0.	0.
7534	0.38783	-1.2672e-002	0.	0.
7535	0.37892	-1.2578e-002	0.	0.
7536	0.38172	-1.2708e-002	0.	0.
7537	0.37301	-1.2263e-002	0.	0.
7538	0.37602	-1.2277e-002	0.	0.
7539	-0.39379	-1.4097e-002	0.	0.
7540	0.34585	1.6108e-002	0.	0.
7541	-0.30772	1.9407e-002	0.	0.
7542	-0.31054	1.7846e-002	0.	0.
7543	-0.38432	1.6954e-002	0.	0.
7544	0.39481	-1.069e-002	0.	0.
7545	0.39185	-1.0654e-002	0.	0.
7546	0.37703	-1.0471e-002	0.	0.
7547	0.37407	-1.0435e-002	0.	0.
7548	0.39185	1.018e-002	0.	0.
7549	0.39481	1.0143e-002	0.	0.
7550	0.37722	1.0571e-002	0.	0.
7551	0.37407	1.0398e-002	0.	0.
7552	0.31672	4.063e-003	0.	0.
7553	0.37515	8.3125e-003	0.	0.
7554	0.3929	8.0625e-003	0.	0.
7555	0.39585	8.0208e-003	0.	0.
7556	0.37515	-8.3542e-003	0.	0.
7557	0.3781	-8.3958e-003	0.	0.
7558	0.39588	-8.8057e-003	0.	0.
7559	0.3929	-8.6042e-003	0.	0.
7560	-0.32114	-1.7829e-002	0.	0.
7561	0.30357	-1.1212e-002	0.	0.
7562	-0.34719	1.7479e-002	0.	0.
7563	0.35281	1.7473e-002	0.	0.
7564	0.38224	-6.1696e-003	0.	0.
7565	0.38524	-6.202e-003	0.	0.
7566	0.37613	-6.5072e-003	0.	0.
7567	0.37918	-6.3203e-003	0.	0.
7568	0.379	6.0068e-003	0.	0.
7569	0.37623	6.2266e-003	0.	0.
7570	0.38509	6.0859e-003	0.	0.
7571	0.3823	5.9559e-003	0.	0.
7572	0.39383	6.1938e-003	0.	0.
7573	0.39703	6.0444e-003	0.	0.
7574	0.38804	6.0391e-003	0.	0.
7575	0.39111	5.7451e-003	0.	0.
7576	0.34849	-4.8402e-003	0.	0.
7577	-0.30787	-2.3685e-002	0.	0.
7578	-0.31547	1.7579e-002	0.	0.
7579	0.4048	-2.1883e-003	0.	0.
7580	0.3832	4.0365e-003	0.	0.
7581	0.38615	3.9844e-003	0.	0.
7582	0.3891	3.9323e-003	0.	0.
7583	0.39205	3.8802e-003	0.	0.
7584	0.38615	-4.349e-003	0.	0.
7585	0.3832	-4.2969e-003	0.	0.
7586	0.38918	-3.9258e-003	0.	0.
7587	0.39205	-4.4531e-003	0.	0.
7588	0.37972	5.6588e-004	0.	0.
7589	-0.33045	-2.3469e-002	0.	0.
7590	-0.30819	-8.7134e-003	0.	0.
7591	0.3931	-2.3984e-003	0.	0.
7592	0.39016	-2.3411e-003	0.	0.
7593	0.38722	-2.2839e-003	0.	0.
7594	0.38427	-2.2266e-003	0.	0.
7595	0.3931	1.7682e-003	0.	0.
7596	0.39016	1.8255e-003	0.	0.
7597	0.38427	1.9401e-003	0.	0.
7598	0.38722	1.8828e-003	0.	0.
7599	0.4237	8.243e-003	0.	0.
7600	-0.31261	1.9732e-002	0.	0.
7601	0.31645	-1.8888e-004	0.	0.
7602	0.38534	-1.5625e-004	0.	0.
7603	0.38828	-2.1875e-004	0.	0.
7604	0.38241	-9.375e-005	0.	0.
7605	0.39709	-4.0625e-004	0.	0.
7606	0.40003	-4.6875e-004	0.	0.
7607	0.39122	-2.8125e-004	0.	0.
7608	0.39416	-3.4375e-004	0.	0.
7609	-0.33836	4.0143e-003	0.	0.
7610	-0.31854	-4.1602e-003	0.	0.
7611	-0.30663	3.5635e-003	0.	0.
7612	0.31538	-1.3731e-002	0.	0.
7613	0.34599	-5.5104e-003	0.	0.
7614	-0.38095	7.065e-003	0.	0.
7615	-0.3638	1.3239e-002	0.	0.
7616	0.34743	9.9017e-003	0.	0.
7617	0.34713	1.5806e-002	0.	0.
7618	-0.40527	-1.7587e-002	0.	0.
7619	0.34678	7.1908e-003	0.	0.
7620	-0.36101	-1.7562e-002	0.	0.
7621	0.36484	1.7499e-002	0.	0.
7622	0.32942	1.757e-002	0.	0.
7623	-0.39144	-1.1961e-002	0.	0.
7624	0.30568	3.5876e-003	0.	0.
7625	0.40772	-1.6302e-003	0.	0.
7626	0.40371	-4.1823e-003	0.	0.
7627	-0.42141	-2.0906e-002	0.	0.
7628	0.42032	2.3604e-002	0.	0.
7629	0.32568	-2.3375e-002	0.	0.
7630	0.31407	-1.7879e-002	0.	0.
7631	0.32867	-4.9838e-003	0.	0.
7632	-0.30881	6.5861e-003	0.	0.
7633	-0.30645	8.5241e-003	0.	0.
7634	0.42223	2.3757e-002	0.	0.
7635	-0.3731	-3.3355e-003	0.	0.
7636	-0.41841	2.3504e-002	0.	0.
7637	0.42365	-1.6445e-002	0.	0.
7638	-0.41225	1.3444e-002	0.	0.
7639	0.30906	-8.7474e-003	0.	0.
7640	-0.36256	1.3311e-002	0.	0.
7641	-0.36912	5.4324e-003	0.	0.
7642	0.37337	-5.4958e-003	0.	0.
7643	-0.3826	7.2983e-003	0.	0.
7644	0.34737	-5.5034e-003	0.	0.
7645	-0.33646	1.8698e-003	0.	0.
7646	-0.36171	2.0833e-002	0.	0.
7647	-0.35879	2.0833e-002	0.	0.
7648	-0.32326	8.938e-004	0.	0.
7649	-0.38581	-1.5604e-002	0.	0.
7650	-0.32171	2.0674e-002	0.	0.
7651	-0.32263	2.2799e-002	0.	0.
7652	-0.31966	2.2837e-002	0.	0.
7653	0.3187	-3.7891e-003	0.	0.
7654	0.31902	-6.6797e-003	0.	0.
7655	0.4019	-2.3776e-003	0.	0.
7656	-0.41181	2.3762e-002	0.	0.
7657	-0.42086	-7.674e-003	0.	0.
7658	-0.42073	-4.7569e-003	0.	0.
7659	0.30661	-2.3684e-002	0.	0.
7660	-0.35499	1.0832e-002	0.	0.
7661	0.35408	-6.7962e-003	0.	0.
7662	0.36542	6.5741e-003	0.	0.
7663	0.37107	5.9217e-003	0.	0.
7664	0.40451	7.397e-003	0.	0.
7665	-0.38761	5.4687e-003	0.	0.
7666	0.42373	-1.8017e-002	0.	0.
7667	-0.33545	3.9622e-003	0.	0.
7668	-0.3963	-1.3021e-003	0.	0.
7669	0.40957	-3.7121e-003	0.	0.
7670	0.4066	-3.8542e-003	0.	0.
7671	-0.36276	5.9744e-003	0.	0.
7672	0.36681	-6.25e-003	0.	0.
7673	0.36017	6.4932e-003	0.	0.
7674	0.336	-2.3958e-002	0.	0.
7675	0.334	-2.3958e-002	0.	0.
7676	0.4154	-1.4055e-002	0.	0.
7677	-0.30916	4.3789e-003	0.	0.
7678	0.38696	-1.3917e-002	0.	0.
7679	0.31264	1.8456e-002	0.	0.
7680	0.32229	-5.2781e-003	0.	0.
7681	0.32291	-8.1396e-003	0.	0.
7682	-0.39376	-4.9479e-003	0.	0.
7683	0.31148	1.8867e-002	0.	0.
7684	0.32208	-2.4714e-003	0.	0.
7685	-0.40865	-1.4724e-002	0.	0.
7686	0.3182	-9.3605e-004	0.	0.
7687	0.38747	-1.9637e-002	0.	0.
7688	0.39376	-7.4055e-003	0.	0.
7689	-0.42356	2.3049e-002	0.	0.
7690	0.30268	1.9165e-002	0.	0.
7691	-0.33538	7.9123e-003	0.	0.
7692	-0.33444	6.0547e-003	0.	0.
7693	-0.33736	5.8286e-003	0.	0.
7694	-0.32869	5.9609e-003	0.	0.
7695	-0.3317	6.2475e-003	0.	0.
7696	0.40095	-2.1371e-002	0.	0.
7697	-0.32742	8.9714e-004	0.	0.
7698	-0.40821	-1.924e-002	0.	0.
7699	-0.39457	1.5735e-002	0.	0.
7700	-0.32343	1.5818e-002	0.	0.
7701	-0.3187	2.1127e-002	0.	0.
7702	-0.35624	1.0081e-002	0.	0.
7703	0.41625	-1.2762e-002	0.	0.
7704	-0.31973	-1.6863e-002	0.	0.
7705	0.36912	1.6115e-002	0.	0.
7706	0.30778	6.294e-004	0.	0.
7707	0.3235	-3.3678e-003	0.	0.
7708	-0.30135	-1.7633e-002	0.	0.
7709	-0.30278	-1.7084e-002	0.	0.
7710	0.39635	-1.7918e-002	0.	0.
7711	0.33359	1.7448e-002	0.	0.
7712	-0.38969	-3.9024e-003	0.	0.
7713	-0.30934	2.1141e-003	0.	0.
7714	-0.30385	3.5127e-003	0.	0.
7715	-0.35801	-1.3681e-002	0.	0.
7716	0.35972	-3.1012e-003	0.	0.
7717	0.42357	-2.3052e-002	0.	0.
7718	-0.36221	1.7736e-002	0.	0.
7719	0.3884	1.7532e-002	0.	0.
7720	0.40084	-4.474e-003	0.	0.
7721	0.40716	-8.1927e-003	0.	0.
7722	0.40548	-6.0781e-003	0.	0.
7723	0.40833	-5.8594e-003	0.	0.
7724	0.39987	-6.2571e-003	0.	0.
7725	0.40275	-6.0477e-003	0.	0.
7726	0.31728	-5.9042e-003	0.	0.
7727	0.31702	-3.0828e-003	0.	0.
7728	0.34589	-1.8988e-002	0.	0.
7729	-0.30608	2.3659e-002	0.	0.
7730	-0.33101	1.5756e-002	0.	0.
7731	0.3026	1.6609e-002	0.	0.
7732	0.40439	8.78e-003	0.	0.
7733	0.39711	-3.763e-003	0.	0.
7734	0.33127	-5.8589e-003	0.	0.
7735	0.30816	2.3759e-002	0.	0.
7736	0.30931	-2.14e-002	0.	0.
7737	0.39302	1.339e-002	0.	0.
7738	-0.34422	2.3539e-002	0.	0.
7739	0.35578	2.354e-002	0.	0.
7740	-0.40939	-1.1354e-002	0.	0.
7741	-0.4071	-1.2272e-002	0.	0.
7742	0.32842	9.8702e-003	0.	0.
7743	0.3274	2.6042e-004	0.	0.
7744	0.40981	2.2161e-003	0.	0.
7745	0.31437	2.1716e-003	0.	0.
7746	-0.33993	-1.3943e-002	0.	0.
7747	0.38143	-1.2423e-003	0.	0.
7748	0.39083	-1.6042e-002	0.	0.
7749	-0.3325	7.8854e-003	0.	0.
7750	-0.32954	7.569e-003	0.	0.
7751	-0.3507	-1.6426e-002	0.	0.
7752	0.35523	-2.0924e-002	0.	0.
7753	0.35617	-2.2917e-002	0.	0.
7754	0.34162	-4.2012e-003	0.	0.
7755	0.38433	-7.5001e-003	0.	0.
7756	0.37984	-1.1337e-002	0.	0.
7757	0.34198	1.5561e-002	0.	0.
7758	-0.34232	-1.7539e-002	0.	0.
7759	0.38243	-1.7725e-002	0.	0.
7760	0.34955	2.3698e-002	0.	0.
7761	-0.35045	2.3698e-002	0.	0.
7762	0.42379	2.3913e-002	0.	0.
69605	0.425	2.4e-002	0.	0.
69606	0.424	2.5e-002	0.	0.
69607	0.42439	2.4456e-002	0.	0.
69658	0.425	-2.4e-002	0.	0.
69660	0.424	-2.5e-002	0.	0.
69661	0.42429	-2.4026e-002	0.	0.
69662	0.425	-2.2e-002	0.	0.
69665	0.42429	-2.3026e-002	0.	0.
69666	0.425	-2.e-002	0.	0.
69668	0.42407	-2.1052e-002	0.	0.
69669	0.42429	-2.2026e-002	0.	0.
69670	0.425	-1.8e-002	0.	0.
69673	0.42386	-1.9189e-002	0.	0.
69674	0.42407	-2.0052e-002	0.	0.
69675	0.42437	-1.8508e-002	0.	0.
69676	0.425	-1.6e-002	0.	0.
69678	0.42432	-1.6723e-002	0.	0.
69679	0.42437	-1.7508e-002	0.	0.
69680	0.425	-1.4e-002	0.	0.
69683	0.42423	-1.4677e-002	0.	0.
69684	0.42432	-1.5723e-002	0.	0.
69685	0.425	-1.2e-002	0.	0.
69687	0.42414	-1.2632e-002	0.	0.
69688	0.42423	-1.3677e-002	0.	0.
69689	0.425	-1.e-002	0.	0.
69692	0.42414	-1.1632e-002	0.	0.
69693	0.42405	-1.0587e-002	0.	0.
69695	0.425	-8.e-003	0.	0.
69698	0.42409	-8.5475e-003	0.	0.
69699	0.42405	-9.5869e-003	0.	0.
69701	0.425	-6.e-003	0.	0.
69703	0.42409	-7.5475e-003	0.	0.
69704	0.42425	-6.6932e-003	0.	0.
69705	0.425	-4.e-003	0.	0.
69708	0.42359	-5.1469e-003	0.	0.
69709	0.42379	-4.2882e-003	0.	0.
69710	0.42425	-5.6932e-003	0.	0.
69712	0.425	-2.e-003	0.	0.
69715	0.42385	-2.3472e-003	0.	0.
69716	0.42379	-3.2882e-003	0.	0.
69717	0.425	6.0715e-018	0.	0.
69719	0.42385	-1.3472e-003	0.	0.
69720	0.42434	-6.2184e-004	0.	0.
69721	0.425	2.e-003	0.	0.
69724	0.42428	1.6218e-003	0.	0.
69725	0.42434	3.7816e-004	0.	0.
69726	0.425	4.e-003	0.	0.
69728	0.42402	3.5208e-003	0.	0.
69729	0.42428	2.6218e-003	0.	0.
69730	0.425	6.e-003	0.	0.
69732	0.42402	4.5208e-003	0.	0.
69733	0.42429	5.3846e-003	0.	0.
69734	0.425	8.e-003	0.	0.
69737	0.42429	6.3846e-003	0.	0.
69738	0.42435	7.6215e-003	0.	0.
69739	0.425	1.e-002	0.	0.
69741	0.42388	9.3333e-003	0.	0.
69742	0.42435	8.6215e-003	0.	0.
69743	0.425	1.2e-002	0.	0.
69746	0.42388	1.0333e-002	0.	0.
69747	0.42396	1.1514e-002	0.	0.
69748	0.425	1.4e-002	0.	0.
69750	0.42396	1.2514e-002	0.	0.
69751	0.42396	1.3514e-002	0.	0.
69752	0.425	1.6e-002	0.	0.
69755	0.42396	1.5514e-002	0.	0.
69756	0.42396	1.4514e-002	0.	0.
69757	0.425	1.8e-002	0.	0.
69760	0.42396	1.6514e-002	0.	0.
69761	0.42397	1.7696e-002	0.	0.
69763	0.425	2.e-002	0.	0.
69765	0.42398	1.9757e-002	0.	0.
69766	0.42397	1.8696e-002	0.	0.
69768	0.425	2.2e-002	0.	0.
69770	0.42398	2.0757e-002	0.	0.
69771	0.42421	2.1708e-002	0.	0.
69773	0.42421	2.2708e-002	0.	0.
69774	0.42439	2.3456e-002	0.	0.
71277	-0.424	-2.5e-002	0.	0.
71279	-0.425	-2.4e-002	0.	0.
71280	-0.42418	-2.4239e-002	0.	0.
71281	-0.422	-2.5e-002	0.	0.
71283	-0.42318	-2.4239e-002	0.	0.
71286	-0.42	-2.5e-002	0.	0.
71287	-0.42147	-2.3758e-002	0.	0.
71288	-0.42059	-2.4044e-002	0.	0.
71289	-0.42218	-2.4239e-002	0.	0.
71292	-0.418	-2.5e-002	0.	0.
71293	-0.41959	-2.4044e-002	0.	0.
71294	-0.41856	-2.4021e-002	0.	0.
71296	-0.416	-2.5e-002	0.	0.
71297	-0.41644	-2.3771e-002	0.	0.
71298	-0.41756	-2.4021e-002	0.	0.
71301	-0.414	-2.5e-002	0.	0.
71302	-0.41544	-2.3771e-002	0.	0.
71303	-0.41426	-2.3899e-002	0.	0.
71305	-0.412	-2.5e-002	0.	0.
71306	-0.41326	-2.3899e-002	0.	0.
71307	-0.41243	-2.4109e-002	0.	0.
71310	-0.41	-2.5e-002	0.	0.
71311	-0.41058	-2.4028e-002	0.	0.
71312	-0.41143	-2.4109e-002	0.	0.
71315	-0.408	-2.5e-002	0.	0.
71316	-0.40958	-2.4028e-002	0.	0.
71317	-0.40857	-2.401e-002	0.	0.
71319	-0.406	-2.5e-002	0.	0.
71320	-0.40656	-2.3993e-002	0.	0.
71321	-0.40757	-2.401e-002	0.	0.
71324	-0.404	-2.5e-002	0.	0.
71325	-0.40556	-2.3993e-002	0.	0.
71326	-0.40455	-2.3976e-002	0.	0.
71328	-0.402	-2.5e-002	0.	0.
71329	-0.40254	-2.3958e-002	0.	0.
71330	-0.40355	-2.3976e-002	0.	0.
71334	-0.4	-2.5e-002	0.	0.
71335	-0.40154	-2.3958e-002	0.	0.
71336	-0.40053	-2.3958e-002	0.	0.
71339	-0.398	-2.5e-002	0.	0.
71340	-0.39852	-2.3958e-002	0.	0.
71341	-0.39953	-2.3958e-002	0.	0.
71345	-0.396	-2.5e-002	0.	0.
71346	-0.39752	-2.3958e-002	0.	0.
71347	-0.39676	-2.3958e-002	0.	0.
