0.0	 6.8454e-10
0.0016129	 6.8264e-10
0.0032258	 6.8077e-10
0.0048387	 6.7893e-10
0.0064516	 6.7711e-10
0.0080645	 6.7534e-10
0.0096774	 6.7361e-10
0.01129	 6.7198e-10
0.012903	 6.7052e-10
0.014516	 6.6925e-10
0.016129	 6.6816e-10
0.017742	 6.6722e-10
0.019355	 6.6638e-10
0.020968	 6.6556e-10
0.022581	 6.6471e-10
0.024194	 6.6375e-10
0.025806	 6.6267e-10
0.027419	 6.6142e-10
0.029032	 6.5992e-10
0.030645	 6.582e-10
0.032258	 6.5618e-10
0.033871	 6.5373e-10
0.035484	 6.5074e-10
0.037097	 6.4544e-10
0.03871	 6.3806e-10
0.040323	 6.2983e-10
0.041935	 6.2439e-10
0.043548	 6.1996e-10
0.045161	 6.1546e-10
0.046774	 6.1094e-10
0.048387	 6.0653e-10
0.05	 6.0224e-10
